Wavelength [A],flux [erg/cm^2/s/A]
606.0,3.6081160364869427
607.0,13.012379937785564
608.0,119.23206777856598
609.0,331.85326017560897
610.0,572.4881996192735
611.0,95.096841445006
612.0,6.206512158757746
613.0,3.4752716518444493
614.0,3.171101332975585
615.0,5.277900020792272
616.0,25.31255473044764
617.0,34.65332175790469
618.0,10.110940431095528
619.0,3.4778568336011433
620.0,4.182490838790649
621.0,6.190574506673974
622.0,4.315042922218958
623.0,6.344502217609624
624.0,69.60978887160455
625.0,195.23713987141014
626.0,58.76449917816032
627.0,7.6506591439309
628.0,69.64565100352422
629.0,1467.2777681244397
630.0,2631.921981488333
631.0,384.2783897522199
632.0,9.005497339659815
633.0,5.480161671859634
634.0,4.841777859869829
635.0,5.830383835714042
636.0,11.421854175182922
637.0,10.378338515624003
638.0,11.426436569508951
639.0,14.650901856626154
640.0,7.8281041362133506
641.0,6.349825592733756
642.0,6.113212475518507
643.0,7.580048587332163
644.0,19.684247238100028
645.0,17.19959577216289
646.0,6.903667622809218
647.0,4.5325307393280205
648.0,4.992184284884444
649.0,6.2950740205115245
650.0,6.635103628058227
651.0,11.216999284588496
652.0,11.024445560361547
653.0,7.182771687618884
654.0,6.173421346307277
655.0,5.852179064845278
656.0,9.690447273250614
657.0,31.59452025312717
658.0,26.502905608109
659.0,14.729443192777845
660.0,22.255300822733634
661.0,56.60148572022695
662.0,47.93247389415233
663.0,25.11098508479514
664.0,13.047363468534382
665.0,6.70562242630588
666.0,6.271595334039541
667.0,6.020753951758351
668.0,5.858229636952985
669.0,6.389023580644533
670.0,7.987849509978322
671.0,12.706799810610566
672.0,13.761028634918725
673.0,12.595618746300937
674.0,11.719939810969514
675.0,9.27498882964077
676.0,11.24253736529658
677.0,14.261607387255687
678.0,20.50007611612363
679.0,20.140634837225022
680.0,27.527947127271197
681.0,49.146483899518664
682.0,34.694626591710616
683.0,20.052576399906005
684.0,28.894199338408928
685.0,92.02369956081243
686.0,136.045232582277
687.0,72.1610736181413
688.0,29.92474454562976
689.0,12.244157938992029
690.0,18.296085382163877
691.0,24.708087133720163
692.0,16.099409020787462
693.0,11.704497902702206
694.0,22.773506817232512
695.0,22.691271236079032
696.0,17.88660537080706
697.0,23.89673238494094
698.0,15.899878948571827
699.0,16.713367972810147
700.0,31.993180476704065
701.0,35.35280759564097
702.0,138.78141309456598
703.0,321.4175335110671
704.0,305.24742884606263
705.0,89.88910212066591
706.0,48.639339759956506
707.0,27.044967369891477
708.0,13.417804234668147
709.0,11.854228668142792
710.0,15.890414049037
711.0,23.33620797756395
712.0,17.92749910601202
713.0,18.989824190859586
714.0,19.714886405722222
715.0,13.138920013412902
716.0,11.887539646180043
717.0,22.63501112168605
718.0,85.45906978402641
719.0,89.80371668477098
720.0,26.590485925006355
721.0,23.66882007768515
722.0,19.744654035088697
723.0,14.470104067836965
724.0,15.550811719677155
725.0,16.571767211125994
726.0,17.776142282928557
727.0,16.006480641473008
728.0,22.176338104806213
729.0,28.557559875869014
730.0,24.028719526836205
731.0,17.273916539132536
732.0,15.193458456920288
733.0,14.727306964176224
734.0,15.52944976246297
735.0,15.623181017861677
736.0,15.437690164167165
737.0,16.171638318273622
738.0,17.58574148768387
739.0,19.393360015650874
740.0,21.267311047324988
741.0,19.355782919161758
742.0,17.374712929363128
743.0,17.430063786081966
744.0,21.962969565236133
745.0,27.474341829896836
746.0,23.669985262095267
747.0,25.23624262118567
748.0,34.93563794784671
749.0,45.49934141358224
750.0,64.92442036736146
751.0,43.89936040751106
752.0,21.884011063273
753.0,24.379656043227072
754.0,27.501038656753803
755.0,21.5084998376537
756.0,20.126598127222433
757.0,25.616222997115447
758.0,62.60676649096508
759.0,132.4770872858901
760.0,219.71429896837938
761.0,187.1319603568554
762.0,98.45388520426344
763.0,70.07459875465806
764.0,153.64857233862395
765.0,326.6417031500817
766.0,183.40957516742068
767.0,39.16820132349875
768.0,26.149208757664308
769.0,78.50247825648721
770.0,277.89571358689415
771.0,254.15486079590312
772.0,82.51357370581466
773.0,42.848256375033884
774.0,38.30341783921218
775.0,40.431499230890594
776.0,38.53564298000177
777.0,31.529326803485695
778.0,29.418615166142168
779.0,65.78928707034697
780.0,171.75581089686384
781.0,141.18427930807383
782.0,53.02602869751254
783.0,35.820351774320606
784.0,33.37188942816964
785.0,72.9516544063065
786.0,253.4121156478981
787.0,439.32979720965363
788.0,400.21331187357
789.0,343.99540472527593
790.0,703.3244749524398
791.0,439.4001780821038
792.0,83.6044454910677
793.0,35.222627072368496
794.0,33.88726954479929
795.0,36.01642727964697
796.0,47.051019481377416
797.0,52.07627964061657
798.0,40.931140435873246
799.0,38.21032610334163
800.0,40.06695235378689
801.0,41.63173095823813
802.0,40.911403660875926
803.0,40.129935606553616
804.0,41.627310334340585
805.0,44.588567365854416
806.0,61.95823914433508
807.0,70.5352252863569
808.0,57.78895314412149
809.0,53.839200808571725
810.0,51.04850819169909
811.0,49.4935531938483
812.0,48.333430391577025
813.0,51.22101575711663
814.0,52.7532443480088
815.0,53.39823870158463
816.0,57.69801454450352
817.0,54.46141758815542
818.0,52.556845844729146
819.0,53.37837414974282
820.0,57.5965211484866
821.0,61.19117985238948
822.0,63.580044339330925
823.0,65.80384559383043
824.0,59.35817520530775
825.0,54.16116355749018
826.0,53.41658028693647
827.0,56.90290775346259
828.0,60.048992853708256
829.0,59.40067190168747
830.0,59.45226814037455
831.0,74.51865016011526
832.0,190.87865520678062
833.0,463.50814533132836
834.0,631.5419993696876
835.0,597.2860516354564
836.0,325.64281328540204
837.0,111.06545472755869
838.0,75.1991805255801
839.0,72.24497977892209
840.0,69.38066612599448
841.0,68.50815861604904
842.0,68.39030836786243
843.0,70.50699546103328
844.0,72.63975002104227
845.0,78.72984655347086
846.0,82.87711023022669
847.0,79.05155696709812
848.0,79.63751234893222
849.0,80.68478343885198
850.0,79.04141888617175
851.0,78.48227673686023
852.0,79.80978505171215
853.0,81.57093898693259
854.0,88.18697884640716
855.0,91.99704693440057
856.0,91.94541975622997
857.0,154.79179772157906
858.0,312.75785787050955
859.0,296.08891376854075
860.0,149.82223130869951
861.0,102.36233223979553
862.0,99.88671493449883
863.0,95.7421357718648
864.0,93.76443679653543
865.0,91.35071304341328
866.0,89.87836452860427
867.0,94.0192610657249
868.0,101.040517348251
869.0,99.57472517809003
870.0,96.24604557862764
871.0,97.01130297382643
872.0,100.0000613520185
873.0,102.42067328732583
874.0,103.2026379563802
875.0,105.5706176750339
876.0,107.10320184439514
877.0,106.00566160350323
878.0,106.20462919176413
879.0,105.85781204306565
880.0,106.24440687710553
881.0,107.89945893942384
882.0,108.7498892504846
883.0,109.48228527051238
884.0,111.02914520082832
885.0,112.19720796348017
886.0,113.37785827604611
887.0,115.51790708390605
888.0,117.13629294579519
889.0,119.19956055931515
890.0,122.82325396120915
891.0,126.9909331153796
892.0,129.16987158059746
893.0,128.36175046090503
894.0,138.5180715868536
895.0,157.29357488088817
896.0,148.7600147798129
897.0,133.8669346781129
898.0,133.84058644765014
899.0,139.744837979213
900.0,143.35407691045165
901.0,143.4914436336319
902.0,156.41948200758054
903.0,230.7151860876333
904.0,315.86807947167006
905.0,252.04228850703535
906.0,171.41027802854413
907.0,155.0742557332558
908.0,151.73295569774558
909.0,152.8818291728069
910.0,157.7744993542045
911.0,160.39487597866986
912.0,9.030305674352196
913.0,8.927414469571435
914.0,7.070001442349481
915.0,15.774882688412927
916.0,32.878151528095565
917.0,29.462867042221955
918.0,11.456118407716827
919.0,3.5601902712636595
920.0,3.0568051469424473
921.0,10.680596934185663
922.0,32.279268846070565
923.0,51.92487259299991
924.0,40.015615100815616
925.0,14.983098915781861
926.0,3.953410194692494
927.0,2.4691308857120084
928.0,3.3523567391860714
929.0,4.062039132760377
930.0,3.0634575235010884
931.0,3.0716547697051784
932.0,13.596220700199527
933.0,35.619245377209786
934.0,32.05337133803806
935.0,11.06645681324901
936.0,3.7254655839649966
937.0,5.330421053126325
938.0,5.747825576797686
939.0,2.8058760819782114
940.0,1.0736699806508996
941.0,0.8560691635325939
942.0,1.9997314993610964
943.0,10.05088495197119
944.0,28.5975655064373
945.0,28.6597516247302
946.0,15.507581909210588
947.0,193.41059702259756
948.0,2295.6981084686277
949.0,9100.8719102559
950.0,11913.744796682602
951.0,5148.203465474982
952.0,734.8206929450504
953.0,35.34351376476326
954.0,1.7684501783195956
955.0,1.9453033499799885
956.0,1.7750759903443418
957.0,1.1121824612548254
958.0,1.09741736304076
959.0,1.2761274143270642
960.0,1.3395342141934443
961.0,1.9935056366387613
962.0,3.3964039817631235
963.0,3.2902033515247964
964.0,1.8174021495244965
965.0,1.1120993035315254
966.0,1.5967072964151832
967.0,2.2846571051380984
968.0,2.7091735440169096
969.0,42.2359521718781
970.0,1008.7140832077647
971.0,8681.440445273287
972.0,25985.465454524063
973.0,27025.24765182977
974.0,9775.863339343201
975.0,1365.52280246509
976.0,735.2932440954339
977.0,1175.9008063129334
978.0,711.52550267215
979.0,153.16426607454935
980.0,15.240964527893768
981.0,4.992693418149713
982.0,3.962008466044286
983.0,4.30339545354725
984.0,5.307023281035574
985.0,4.262691889360107
986.0,3.610133733736309
987.0,3.7863166971717255
988.0,12.199416944563197
989.0,43.155566476229936
990.0,81.07013900767193
991.0,111.04587295126073
992.0,107.42386357871352
993.0,57.827845614980866
994.0,24.550553353988303
995.0,18.319749002996
996.0,18.889185930404107
997.0,21.34664409415102
998.0,21.10276896523486
999.0,20.0071116716213
1000.0,15.372676689539817
1001.0,7.326575831091046
1002.0,2.4916621742891922
1003.0,1.298808743749128
1004.0,3.408490377020553
1005.0,10.788069256767928
1006.0,16.01943452772488
1007.0,10.501775568917644
1008.0,5.015360179424935
1009.0,8.818639394162814
1010.0,15.542915766324938
1011.0,12.645590752922002
1012.0,6.965377341993205
1013.0,5.531291263116812
1014.0,7.287366015903765
1015.0,11.41161134830205
1016.0,11.655414157308822
1017.0,7.7307201603777695
1018.0,5.419684176931395
1019.0,5.558467700091914
1020.0,9.236205786373127
1021.0,18.05862943949139
1022.0,262.6400767438278
1023.0,5390.7008329439905
1024.0,44516.31970025367
1025.0,142247.1855506945
1026.0,175717.927972738
1027.0,83910.36107133534
1028.0,15492.916200719374
1029.0,1121.6385926614455
1030.0,154.62999361511172
1031.0,460.4452041793112
1032.0,676.7182128478144
1033.0,391.3709778698596
1034.0,97.61168886120082
1035.0,69.72327801513956
1036.0,237.64220622335597
1037.0,457.08078688833524
1038.0,409.72106415688745
1039.0,160.46629544038333
1040.0,27.00892783719634
1041.0,2.6292865794474616
1042.0,0.6978700264465413
1043.0,0.7316907720307176
1044.0,2.001108202827289
1045.0,5.195440375125925
1046.0,7.0373261301431365
1047.0,6.175270268758662
1048.0,7.158915704916851
1049.0,8.795066864138843
1050.0,6.664874935128959
1051.0,3.1045042677301793
1052.0,1.4770648433764066
1053.0,1.3048810221886469
1054.0,1.4696155909038993
1055.0,1.4757370842870372
1056.0,1.4723583087649672
1057.0,1.459141411437191
1058.0,1.2830657188125887
1059.0,1.3438188372217723
1060.0,2.920173020193298
1061.0,8.290505626204432
1062.0,17.573739608785488
1063.0,20.082231535748807
1064.0,13.551034593956908
1065.0,13.825807373745747
1066.0,18.85297860955491
1067.0,14.398399641409386
1068.0,7.335868247309413
1069.0,4.803522296563313
1070.0,3.679712876530214
1071.0,6.398993678533425
1072.0,18.516307100231685
1073.0,28.191702857172682
1074.0,19.335007979320906
1075.0,7.980388601587114
1076.0,8.714268186848614
1077.0,13.454748171241544
1078.0,10.228980921871598
1079.0,3.8602594831660415
1080.0,1.4266886289653287
1081.0,1.454811347036401
1082.0,4.430016393731725
1083.0,17.847824636678887
1084.0,45.40216562488974
1085.0,66.8226424529751
1086.0,55.59856058923898
1087.0,24.239475409103385
1088.0,5.662269984551958
1089.0,1.573596079460718
1090.0,1.2425642219510817
1091.0,1.0777185677762984
1092.0,0.9724742389749947
1093.0,1.0276622039509724
1094.0,1.1687871913891443
1095.0,2.06502716704269
1096.0,3.8809706829095587
1097.0,4.456900016392046
1098.0,3.604369666010782
1099.0,3.0857766801746935
1100.0,2.908348820606347
1101.0,4.528789678290482
1102.0,7.202980992225778
1103.0,6.354470283577731
1104.0,2.865724226890342
1105.0,1.2397468066811532
1106.0,2.35516617258198
1107.0,8.426203533012755
1108.0,21.353608606415236
1109.0,36.48420803446053
1110.0,41.359901338727404
1111.0,35.86035625495264
1112.0,55.53856043921898
1113.0,88.65153700073468
1114.0,70.83460369105636
1115.0,25.908278489517553
1116.0,4.854457651974361
1117.0,1.3033192175532364
1118.0,1.2093371992275626
1119.0,1.2796940705055033
1120.0,2.359397204425767
1121.0,7.426368054686885
1122.0,15.325512375760932
1123.0,16.75207062417751
1124.0,12.499458223273297
1125.0,9.926672707921314
1126.0,8.535037109108222
1127.0,10.521564115536766
1128.0,15.279227652289162
1129.0,15.129951652227975
1130.0,9.733478276612098
1131.0,5.917512503232626
1132.0,7.531781299343441
1133.0,21.874872015037315
1134.0,47.09334925932458
1135.0,53.160735353546976
1136.0,31.01913483402016
1137.0,10.31269895290004
1138.0,2.780398768541198
1139.0,1.6014149821034827
1140.0,2.6368430317017184
1141.0,4.586455959785849
1142.0,5.380690752946681
1143.0,4.594931562735562
1144.0,4.944417917518472
1145.0,6.745190027700515
1146.0,6.415469913116064
1147.0,3.56227769406612
1148.0,1.5231802560481675
1149.0,0.8949635306753465
1150.0,0.7598342249206218
1151.0,0.8261440104312309
1152.0,0.9608953251652278
1153.0,1.003857729909403
1154.0,1.0011837697380377
1155.0,1.025446576982817
1156.0,0.9618420533160359
1157.0,0.8871455418361097
1158.0,0.9675266311672347
1159.0,1.0781484502763563
1160.0,1.0603835073411163
1161.0,0.9527911059568009
1162.0,0.8350964547167349
1163.0,0.7643142329689088
1164.0,0.8264099143379953
1165.0,1.0335708956003284
1166.0,1.3520398681405006
1167.0,1.729942599990858
1168.0,2.0285842295253804
1169.0,2.2918573096506654
1170.0,2.306686157069937
1171.0,2.1556831397544496
1172.0,7.362891324411567
1173.0,48.126037780730975
1174.0,189.3172941771866
1175.0,397.65582911134527
1176.0,441.6847419956345
1177.0,258.6732781936619
1178.0,80.01044725907802
1179.0,13.555104060649317
1180.0,1.8888912434958334
1181.0,0.9374886549758944
1182.0,0.9949703884047072
1183.0,1.1707152644299905
1184.0,1.3559937433330427
1185.0,1.3669071820831238
1186.0,1.3464388457063547
1187.0,2.3332837208054857
1188.0,9.411986704559327
1189.0,31.334926115468868
1190.0,58.41288284747525
1191.0,70.97712425272896
1192.0,110.01618109024784
1193.0,222.40394741066612
1194.0,321.50625834174895
1195.0,276.1600892484222
1196.0,150.12462979247556
1197.0,84.50588679204773
1198.0,69.98729158667422
1199.0,58.24273141997278
1200.0,38.6518388751767
